country,indicator,year,value
China,GDP_growth_pct,1991,9.36170212784847
China,GDP_growth_pct,1992,14.2996108947926
China,GDP_growth_pct,1993,13.9290780143689
China,GDP_growth_pct,1994,13.0727091631599
China,GDP_growth_pct,1995,11.0328121562746
China,GDP_growth_pct,1996,9.97619992053447
China,GDP_growth_pct,1997,9.2876465280865
China,GDP_growth_pct,1998,7.92079207933551
China,GDP_growth_pct,1999,7.7370030581299
China,GDP_growth_pct,2000,8.58643201808462
China,GDP_growth_pct,2001,8.31263887091522
China,GDP_growth_pct,2002,9.24339326638321
China,GDP_growth_pct,2003,10.1181928640117
China,GDP_growth_pct,2004,10.1314073631003
China,GDP_growth_pct,2005,11.458238455067
China,GDP_growth_pct,2006,12.6746751655235
China,GDP_growth_pct,2007,14.1499854947127
China,GDP_growth_pct,2008,9.67024588602851
China,GDP_growth_pct,2009,9.40269972778044
China,GDP_growth_pct,2010,10.5962719761682
China,GDP_growth_pct,2011,9.4613358870736
China,GDP_growth_pct,2012,7.85617427055587
China,GDP_growth_pct,2013,7.77872409446717
China,GDP_growth_pct,2014,7.46190028229434
China,GDP_growth_pct,2015,6.97878002657477
China,GDP_growth_pct,2016,6.77555562837017
China,GDP_growth_pct,2017,6.8912663621211
China,GDP_growth_pct,2018,6.75671800166833
China,GDP_growth_pct,2019,6.06850235053705
China,GDP_growth_pct,2020,2.34018843078414
China,GDP_growth_pct,2021,8.57008513166322
China,GDP_growth_pct,2022,3.1341888719577
China,GDP_growth_pct,2023,5.41484330099675
China,GDP_growth_pct,2024,4.9773565917572
