country,year,Exports_pct_GDP,GDP_USD,GDP_growth_pct,GDP_per_capita_USD,Imports_pct_GDP
Chile,1992,28.5950704800945,46538895685.8088,11.5019314370192,3351.84108855522,26.9466772202601
Chile,1993,25.5450555023598,49934943320.8828,6.6855844008042,3540.91377313015,27.3687975536673
Chile,1994,27.2530179794726,57438273591.0521,5.07680374667352,4012.10159912285,25.5546659744932
Chile,1995,28.4806033041148,73820425701.6603,9.25542757753573,5081.4682771561,26.2068802957705
Chile,1996,25.9504475024431,78584098983.6374,7.1148626270751,5333.50438729711,27.9703023918827
Chile,1997,25.878004271776,85741415285.165,7.3917392684331,5741.95842989596,28.2212939075133
Chile,1998,25.1435814171693,81990010704.0602,4.18088662700669,5419.82417297191,28.692597098159
Chile,1999,28.309113885765,75578685735.5219,-0.2736313981937,4933.55581516755,26.3864959463912
Chile,2000,30.1237538780926,78339750721.364,4.9716214882971,5052.99245766325,28.5881692096046
Chile,2001,31.8473112661696,71574739561.4329,3.15403492459967,4563.5952986689,30.2974557025949
Chile,2002,32.2572203545438,70264045939.2773,3.20279913520113,4430.84741157984,30.2266315470858
Chile,2003,35.0609745308001,76492579644.0605,4.72324526861041,4773.40177520754,30.6324450601049
Chile,2004,39.6857495120642,99075985773.6682,6.67425416822923,6120.59152055344,30.2036105411816
Chile,2005,40.1755720109201,122294145163.192,5.83704571917758,7480.32330998636,31.8869622271093
Chile,2006,43.8656742009237,153843518170.864,6.04999082563968,9318.65655296121,29.8459608439284
Chile,2007,45.1298518955866,172491076033.863,5.16823098528431,10346.4138184533,31.8471728185062
Chile,2008,41.1625607908642,179894594475.405,3.78939280635238,10683.2188772511,39.5140654497826
Chile,2009,37.1156347956721,171777900623.892,-1.11803723642878,10098.8017167286,29.5703961674697
Chile,2010,37.9039943184914,217051209238.534,5.85165102224047,12632.8704724192,31.8136858185424
Chile,2011,37.6897802745717,251382573893.87,6.22389678509138,14487.3927832032,34.7918625331617
Chile,2012,33.8455905043756,267024782486.855,6.15534001855494,15241.9069981119,34.3105523869584
Chile,2013,32.087463589174,277395018842.417,3.30850824710085,15683.5486369155,33.0558243632138
Chile,2014,33.0039029664774,259560978224.359,1.79264947139259,14529.6767206336,32.6307251554113
Chile,2015,29.1910794903324,242450355830.884,2.15194249981184,13433.9202987032,30.1580309871985
Chile,2016,27.9231581098221,249344863928.438,1.753038749071,13649.8520452803,28.1347029779502
Chile,2017,28.3313768341631,276154259981.097,1.35769537343957,14879.9086227187,27.6947821334076
Chile,2018,28.5290447397579,295857562991.709,3.99002947789977,15659.4808675628,29.6480058936791
Chile,2019,27.8746677570512,278285058719.466,0.634367533828438,14495.716721687,29.7370868110317
Chile,2020,31.3303902428612,254042159309.311,-6.14347479224092,13114.815470545,26.8524733201136
Chile,2021,31.9927952679237,315325547162.072,11.3149204879049,16206.8325493421,32.8846110558597
Chile,2022,35.6066282723137,301226575540.242,2.15399356192458,15405.6165774073,39.5949894702167
Chile,2023,30.8110620735322,335518054097.637,0.521367977246825,17067.0364799154,29.9136616139086
Chile,2024,33.7233211746608,330267137371.592,2.64431154871538,16709.8893972307,30.1365360734052
China,1960,3.14649701726736,59846235024.7318,,89.7150749167731,3.15907926241091
China,1961,3.00147724389829,50162299349.7871,-27.2700000038883,75.9655011127574,2.80706829282533
China,1962,3.18187809249592,47310737754.2287,-5.57999999019671,71.0616845971262,2.38364492614407
China,1963,3.279427154169,50812227918.5753,10.2999999963989,74.4681540864463,2.38263514432009
China,1964,3.24105588221634,59821862703.4023,18.1799999938203,85.6611074645449,2.47585068914239
China,1965,3.18368644911352,70565994356.1828,16.9500000038699,98.6681688740435,2.71578402243841
China,1966,3.08454778826638,76854053259.209,10.6499999984174,104.50646350178,2.8434414417019
China,1967,2.95280114994993,73011350596.2485,-5.77000000405148,96.7614480104016,2.62953634513186
China,1968,2.97927634903285,70980323818.7853,-4.09999998647768,91.6454581848979,2.59962183986494
China,1969,2.77326409498398,79847786729.1898,16.9399999960609,100.308139479526,2.1681126940581
China,1970,2.45191173862661,92752930873.1912,19.2999999967022,113.346243039894,2.37357459141631
China,1971,2.71152734986346,99959013879.6308,7.05999999853672,118.84249157909,2.23404264740857
China,1972,3.10630545897125,113871930713.841,3.81000000021984,132.097410431007,2.56116672626638
China,1973,4.29453198256321,138764340892.0,7.76000000084325,157.339888078555,3.78900729553575
China,1974,4.99456118394499,144418433058.472,2.31000000294736,160.402546852304,5.34294538210084
China,1975,4.87182232405151,163687619735.857,8.71999999747992,178.621249282085,5.10426507116579
China,1976,4.8253916518573,154196810058.643,-1.57000000165326,165.680987722637,4.76651170488208
China,1977,4.72021382337347,175226595859.778,7.57000000138403,185.728620718294,4.59998549903361
China,1978,7.2109217325228,149788617886.179,11.3259779878892,156.655616850835,8.18600249674338
China,1979,7.8189696143358,178573913043.478,7.59132468000007,184.285853059043,8.69963744156603
China,1980,10.1341967491351,191487500000.0,7.83414501593799,195.149479992051,11.406859455578
China,1981,12.4198281796671,196218253968.254,5.11276109058952,197.425510967822,11.3239974113697
China,1982,10.9986490384497,205480916030.534,9.05928417062999,203.722788366928,8.65682572319597
China,1983,9.49953661216008,231130268199.234,10.7273706842105,225.86534696156,8.38717689396696
China,1984,9.50853686392573,260442857142.857,15.2325609955089,251.192686463827,9.48780294916516
China,1985,8.32129856902917,310064625850.34,13.435474366529,295.007445815897,12.3530387153669
China,1986,8.69621588638232,301310144927.536,8.93506493506504,282.445603096707,11.1488382505503
China,1987,12.4601248299538,273455156950.673,11.6282225655699,252.256760114454,12.3537088445159
China,1988,14.3577170443892,312888888888.889,11.2225949825209,284.023573149686,15.6556218739347
China,1989,11.8235049297269,348380566801.619,4.20633435547828,311.429461227032,13.2380499616851
China,1990,13.5882641172526,361560229445.507,3.9416305983694,318.50335359039,10.6377183627152
China,1991,14.4450323111337,384510452961.672,9.36170212784847,334.130288119078,11.4279491835766
China,1992,15.6002410213269,428502354788.069,14.2996108947926,367.822651903542,14.4338530320539
China,1993,16.6339975209836,446557291212.148,13.9290780143689,378.939353053314,19.274644137231
China,1994,18.4515778259707,566929539493.172,13.0727091631599,475.677874448369,17.1538856989073
China,1995,17.8624291729756,738190896227.55,11.0328121562746,612.680277898627,16.2425229859567
China,1996,17.8247104643429,868523936530.083,9.97619992053447,713.337387811657,15.8040407669576
China,1997,19.3692945938508,967753570434.667,9.2876465280865,786.743548510999,14.9442817281513
China,1998,18.1992267514817,1037134141760.35,7.92079207933551,835.095348597432,13.9725131842671
China,1999,18.0006905864312,1103843203575.64,7.7370030581299,881.146614068925,15.2248474895742
China,2000,20.681599363293,1223754919971.05,8.58643201808462,969.199513696287,18.3293431142068
China,2001,20.0776873829946,1355036590251.52,8.31263887091522,1065.40597574519,18.0049595688389
China,2002,22.3518233715808,1489821682050.54,9.24339326638321,1163.55957673426,19.8426189671605
China,2003,26.6023738514511,1683903309843.85,10.1181928640117,1306.97245408557,24.4751062787292
China,2004,30.6097162464404,1984196551300.44,10.1314073631003,1530.92726215723,28.0306177944035
China,2005,33.3687977498922,2317551298052.05,11.458238455067,1777.64496828464,27.9912771909315
China,2006,35.5268468681701,2791498472804.33,12.6746751655235,2129.25696999613,28.0427329939926
China,2007,34.9066956194649,3604055822571.63,14.1499854947127,2734.72709877693,26.3597683811527
China,2008,32.092513602143,4667346414521.95,9.67024588602851,3523.44302065213,24.6186193981779
China,2009,24.3307718125403,5189577094997.58,9.40269972778044,3898.24459158811,20.0889926205716
China,2010,26.7227451502469,6192564874453.29,10.5962719761682,4629.24551710077,23.1313270836509
China,2011,26.1518828948759,7671757207851.29,9.4613358870736,5703.76027973346,23.7939443304884
China,2012,25.07670432956,8673664713189.24,7.85617427055587,6405.0574241349,22.4035087488717
China,2013,24.1633430905854,9743124247267.24,7.77872409446717,7147.03518622344,21.7526982889717
China,2014,23.0719766947263,10674533168257.4,7.46190028229434,7781.06597484974,20.9964797865269
China,2015,20.9390642234326,11280814787468.9,6.97878002657477,8175.33285077393,17.7581206128298
China,2016,19.2036507365412,11456024084962.0,6.77555562837017,8254.86859320357,16.9735199564368
China,2017,19.3356301657728,12537559062282.9,6.8912663621211,8979.67652709856,17.6152224500872
China,2018,18.770519802938,14147765772963.8,6.75671800166833,10085.6638148819,18.1238645885338
China,2019,18.0557069597496,14560167101283.4,6.06850235053705,10342.9009524335,17.1437133141341
China,2020,18.2035821684822,14996414166715.1,2.34018843078414,10627.4637989619,15.8353686179759
China,2021,19.5262422245091,18201698719564.0,8.57008513166322,12887.4357242941,16.9944489517585
China,2022,20.2977316914005,18316765021690.2,3.1341888719577,12970.6056414327,17.1429881849654
China,2023,19.102471716101,18270356654533.2,5.41484330099675,12951.1782397043,17.0027206530128
China,2024,20.0229166362049,18743803170827.2,4.9773565917572,13303.1481543868,17.1755035026016
